Phase	Match No.	Match	Team	No.	Name	7mGoals	7mMissed	6mGoals	6mMissed	WingGoals	WingMissed	BTGoals	BTMissed	FBGoals	FBMissed	EGGoals	EGMissed	9mGoals	9mMissed	TF	YC	RC	BC	2Min	AS	ST	BS	Time	scoring	prod100
Group Phase	16	CRO-JPN	CRO	51	MARTINOVIC Ivan	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	20,15	2,9	14,39205955
Group Phase	16	CRO-JPN	CRO	53	SIPIC Marin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	16	CRO-JPN	JPN	12	IWASHITA Yuta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	45,51666667	0,85	1,867447821
Group Phase	16	CRO-JPN	JPN	13	KASAHARA Kenya	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	32,28333333	-0,8	-2,478058854
Group Phase	16	CRO-JPN	JPN	14	KITAZUME Asumi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	16	CRO-JPN	JPN	18	NARITA Kohei	0	0	0	0	0	0	0	0	2	0	0	0	1	0	1	0	0	0	0	1	0	2	34,88333333	5,15	14,76349737
Group Phase	16	CRO-JPN	JPN	19	TOKUDA Shinnosuke	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	16	CRO-JPN	JPN	20	WATANABE Jin	0	0	0	0	0	0	0	1	0	0	0	0	1	1	3	0	0	0	0	0	0	0	42,26666667	-2,35	-5,559936909
Group Phase	16	CRO-JPN	JPN	21	DOI Remi Anri	0	0	0	0	0	3	0	0	1	0	0	0	0	1	1	0	0	0	1	0	0	0	37,95	-3,45	-9,090909091
Group Phase	16	CRO-JPN	JPN	22	SAKAI Motoki	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11,86666667	0	0
Group Phase	16	CRO-JPN	JPN	25	MOTOKI Hiroki	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	41,13333333	4,85	11,79092382
Group Phase	16	CRO-JPN	JPN	27	TAMAKAWA Hiroyasu	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	1	27,63333333	0,5	1,809408926
Group Phase	16	CRO-JPN	JPN	31	YOSHINO Tatsuki	0	0	2	0	0	0	1	1	0	0	0	0	1	3	0	0	0	0	0	2	1	0	36,38333333	4,05	11,13147045
Group Phase	16	CRO-JPN	JPN	33	AGARIE Yuto	1	1	0	0	0	0	3	0	0	1	0	0	1	0	1	0	0	0	0	3	0	0	36,71666667	4,45	12,11983659
Group Phase	16	CRO-JPN	JPN	36	DEMURA Naotsugu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0,8	-inf
Group Phase	16	CRO-JPN	JPN	38	MIZUMACHI Kotaro	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	22,6	3,05	13,49557522
Group Phase	16	CRO-JPN	JPN	40	TAKANO Sota	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	18,61666667	-0,6	-3,222918532
Group Phase	16	CRO-JPN	JPN	41	TOKUDA Rennosuke	2	0	1	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0	1	0	0	32,15	4,05	12,59720062
Group Phase	17	EGY-MKD	EGY	5	OMAR Yahia	0	0	0	0	0	0	2	1	0	0	0	0	1	0	1	0	0	0	1	2	0	0	14,18333333	2,9	20,44653349
Group Phase	17	EGY-MKD	EGY	11	MOAMEN Ahmed	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20,81666667	1,2	5,764611689
Group Phase	17	EGY-MKD	EGY	15	HESHAM Ahmed	0	0	1	0	0	0	0	0	1	1	0	0	2	0	4	0	0	0	0	2	4	0	32,85	5,2	15,82952816
Group Phase	17	EGY-MKD	EGY	24	ELMASRY Ibrahim	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	27	1,65	6,111111111
Group Phase	17	EGY-MKD	EGY	25	NAWAR Wisam	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23,55	1	4,246284501
Group Phase	17	EGY-MKD	EGY	31	ELWAKIL Omar	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	30,36666667	1,6	5,268935236
Group Phase	17	EGY-MKD	EGY	39	ELDERAA Yehia	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	32,68333333	2,1	6,425293218
Group Phase	17	EGY-MKD	EGY	42	KADDAH Hassan	0	0	0	0	0	0	0	0	1	0	0	0	5	2	0	0	0	0	0	3	1	2	25,13333333	11,95	47,5464191
Group Phase	17	EGY-MKD	EGY	45	ELDERAA Seif	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	28,91666667	-0,5	-1,729106628
Group Phase	17	EGY-MKD	EGY	53	YOUSRI Akram	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	30	-3,5	-11,66666667
Group Phase	17	EGY-MKD	EGY	66	ELAHMAR Ahmed	0	0	0	0	0	0	1	0	0	0	0	0	1	1	2	0	0	0	0	2	1	0	17,78333333	2,65	14,90159325
Group Phase	17	EGY-MKD	EGY	88	HENDAWY Karim	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	29,1	1,7	5,841924399
Group Phase	17	EGY-MKD	EGY	89	MAMDOUH Mohamed	0	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	26,76666667	8,8	32,87671233
Group Phase	17	EGY-MKD	EGY	90	ZEIN Ali	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	3	0	2	21,61666667	4,4	20,35466461
Group Phase	17	EGY-MKD	EGY	91	SANAD Mohammad	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	1	0	29,6	7,5	25,33783784
Group Phase	17	EGY-MKD	EGY	96	ELTAYAR Mohamed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29,63333333	0	0
Group Phase	17	EGY-MKD	MKD	1	MITREVSKI Nikola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11,58333333	0	0
Group Phase	17	EGY-MKD	MKD	4	VELKOVSKI Martin	0	0	0	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	1	2	0	0	24,95	2,45	9,819639279
Group Phase	17	EGY-MKD	MKD	5	STOILOV Stojanche	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	26,53333333	-0,8	-3,015075377
Group Phase	17	EGY-MKD	MKD	6	DIMITRIOSKI Dimitar	0	0	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	0	0	0	1	0	30	-1,3	-4,333333333
Group Phase	17	EGY-MKD	MKD	7	LAZAROV Kiril	0	0	0	0	0	0	0	0	0	1	0	0	3	2	1	0	0	0	0	1	0	0	24,41666667	1,55	6,348122867
Group Phase	17	EGY-MKD	MKD	8	KUZMANOSKI Cvetan	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28,75	0,1	0,347826087
Group Phase	17	EGY-MKD	MKD	11	TALESKI Filip	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	1	0	0	29,45	-2,2	-7,470288625
Group Phase	17	EGY-MKD	MKD	12	TOMOVSKI Martin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	43,25	0,85	1,965317919
Group Phase	17	EGY-MKD	MKD	17	MARKOSKI Nikola	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	27,2	3	11,02941176
Group Phase	17	EGY-MKD	MKD	18	KUZMANOVSKI Filip	0	0	0	2	0	0	2	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	20,56666667	-3,7	-17,99027553
Group Phase	17	EGY-MKD	MKD	19	KOSTESKI Nenad	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	39,38333333	2,85	7,23656369
Group Phase	17	EGY-MKD	MKD	21	TANKOSKI Mario	0	0	1	0	0	0	0	2	0	0	0	0	0	3	4	0	0	0	0	1	1	0	38,28333333	-4,2	-10,97083152
Group Phase	17	EGY-MKD	MKD	28	POPOVSKI Martin	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16,93333333	1	5,905511811
Group Phase	17	EGY-MKD	MKD	29	GEORGIEVSKI Darko	0	0	0	0	0	0	0	0	0	1	0	0	1	4	5	0	0	0	1	1	0	0	26,55	-6,95	-26,17702448
Group Phase	17	EGY-MKD	MKD	33	PESHEVSKI Zharko	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12,45	1,5	12,04819277
Group Phase	17	EGY-MKD	MKD	97	MISHEVSKI Marko	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	19,7	-1,55	-7,868020305
Group Phase	18	CHI-SWE	CHI	1	BARRIENTOS Felipe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8,966666667	0	0
Group Phase	18	CHI-SWE	CHI	2	CEBALLOS Sebastian	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	44,11666667	0,55	1,246694371
Group Phase	18	CHI-SWE	CHI	4	FEUCHTMANN Erwin	1	1	2	0	0	0	1	0	0	0	0	0	3	2	1	0	0	0	1	3	0	0	44,15	6,65	15,06228766
Group Phase	18	CHI-SWE	CHI	7	REYES Diego	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	0	0	0	1	0	0	0	20,6	-2,9	-14,0776699
Group Phase	18	CHI-SWE	CHI	9	FRELIJJ Javier	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	35,3	0,4	1,133144476
Group Phase	18	CHI-SWE	CHI	10	FEUCHTMANN Emil	0	0	1	0	0	0	0	1	0	0	0	0	1	3	1	0	0	0	0	2	0	0	25,16666667	0,45	1,78807947
Group Phase	18	CHI-SWE	CHI	11	SALINAS Esteban	0	0	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	35,13333333	2,75	7,827324478
Group Phase	18	CHI-SWE	CHI	12	GARCIA Felipe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26,06666667	0	0
Group Phase	18	CHI-SWE	CHI	16	GONZALEZ Vicente	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14,88333333	0	0
Group Phase	18	CHI-SWE	CHI	17	SALINAS Rodrigo	1	0	0	1	0	0	1	0	0	0	0	0	4	2	0	0	0	0	0	4	0	0	46,2	9,2	19,91341991
Group Phase	18	CHI-SWE	CHI	20	PAVEZ Sebastian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18,55	0	0
Group Phase	18	CHI-SWE	CHI	21	FEUCHTMANN Harald	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	15,23333333	-1,5	-9,846827133
Group Phase	18	CHI-SWE	CHI	23	CALLEJA Benjamin	0	0	0	0	0	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	8,4	0,5	5,952380952
Group Phase	18	CHI-SWE	CHI	29	ONETO Marco	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	24,23333333	-2,4	-9,903713893
Group Phase	18	CHI-SWE	CHI	30	AYALA Daniel	0	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	40,1	-1,25	-3,117206983
Group Phase	18	CHI-SWE	CHI	77	DONOSO Victor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12,9	0	0
Group Phase	18	CHI-SWE	SWE	2	CARLSBOGARD Jonathan	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	3	1	0	36,1	5,6	15,51246537
Group Phase	18	CHI-SWE	SWE	5	DARJ Max	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	47	1	2,127659574
Group Phase	18	CHI-SWE	SWE	8	JONSSON Alfred	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1,666666667	2,7	162
Group Phase	18	CHI-SWE	SWE	11	PETTERSSON Daniel	0	0	1	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	46,38333333	5	10,7797341
Group Phase	18	CHI-SWE	SWE	12	PALICKA Andreas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	27,55	1,7	6,170598911
Group Phase	18	CHI-SWE	SWE	15	WANNE Hampus	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,45	-1,3	-288,8888889
Group Phase	18	CHI-SWE	SWE	16	AGGEFORS Mikael	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	27,58333333	0,85	3,081570997
Group Phase	18	CHI-SWE	SWE	18	PETTERSSON Fredric	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	2	26,88333333	-1,5	-5,57966522
Group Phase	18	CHI-SWE	SWE	19	CLAAR Felix	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	2	0	0	34,43333333	5,7	16,55372701
Group Phase	18	CHI-SWE	SWE	22	PELLAS Lucas	4	0	1	1	5	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	60	10,6	17,66666667
Group Phase	18	CHI-SWE	SWE	24	GOTTFRIDSSON Jim	0	0	0	0	0	0	4	0	0	0	0	0	0	0	3	0	0	0	1	6	0	0	34,68333333	5,9	17,01105238
Group Phase	18	CHI-SWE	SWE	26	PERSSON Linus	0	0	1	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	1	2	0	0	39,4	2,45	6,218274112
Group Phase	18	CHI-SWE	SWE	27	SUNNEFELDT Oskar	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5,383333333	0	0
Group Phase	18	CHI-SWE	SWE	28	EDVARDSSON Jonathan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	18	CHI-SWE	SWE	33	SANDELL Lukas	0	0	5	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	20,71666667	6	28,96218825
Group Phase	18	CHI-SWE	SWE	62	CHRINTZ Valter	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	1	0	11,76666667	4,65	39,5184136
Group Phase	19	MAR-POR	MAR	1	IDRISSI Yassine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57,58333333	0	0
Group Phase	19	MAR-POR	MAR	7	REIDA Rezzouki	2	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	59,81666667	4,2	7,021454444
Group Phase	19	MAR-POR	MAR	8	BENTALEB Mohamed Amine	0	0	0	1	0	0	1	0	0	0	2	1	1	5	4	1	0	0	2	2	0	0	52,75	-4,55	-8,625592417
Group Phase	19	MAR-POR	MAR	10	ZAROILI Mohamed	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	12,35	-1,35	-10,93117409
Group Phase	19	MAR-POR	MAR	12	LAAROUSSI Alae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	19	MAR-POR	MAR	13	HAKIMI Hicham	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	5,766666667	-2,2	-38,15028902
Group Phase	19	MAR-POR	MAR	15	OUZROUR Younes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	19	MAR-POR	MAR	18	BELLIMAM Lahcen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	6,05	-1,6	-26,44628099
Group Phase	19	MAR-POR	MAR	21	FOUGANI Nacym Hamed	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	12,51666667	-0,65	-5,193075899
Group Phase	19	MAR-POR	MAR	24	EZZINE Mohammed	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	0	0	1	1	0	22,9	-0,6	-2,620087336
Group Phase	19	MAR-POR	MAR	46	HARCHAOUI Amine	0	0	0	1	0	0	1	0	0	1	1	1	3	3	5	0	0	0	2	3	1	0	43,66666667	-1,7	-3,893129771
Group Phase	19	MAR-POR	MAR	91	ADLI Achraf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3,266666667	0	0
Group Phase	19	MAR-POR	MAR	92	EL KACHRADI Hassan	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3,25	-1,5	-46,15384615
Group Phase	19	MAR-POR	MAR	93	LAKBI Ryad	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	47,98333333	-0,75	-1,563042723
Group Phase	19	MAR-POR	MAR	94	ISMAILI  ALAOUI Mehdi	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	40,43333333	-2,3	-5,688375927
Group Phase	19	MAR-POR	MAR	99	SLASSI Nabil	0	0	4	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	51,66666667	-1,3	-2,516129032
Group Phase	19	MAR-POR	POR	1	QUINTANA Alfredo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	19	MAR-POR	POR	4	PORTELA Pedro	2	1	0	0	2	1	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	29,5	7	23,72881356
Group Phase	19	MAR-POR	POR	5	DUARTE Gilberto	0	0	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0	0	0	3	4	1	40,13333333	6,3	15,69767442
Group Phase	19	MAR-POR	POR	8	ITURRIZA Victor	0	0	2	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	1	1	32,7	5	15,29051988
Group Phase	19	MAR-POR	POR	10	MARTINS Miguel	0	0	1	1	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	30,83333333	6,15	19,94594595
Group Phase	19	MAR-POR	POR	11	MOREIRA Belone	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4,583333333	2,25	49,09090909
Group Phase	19	MAR-POR	POR	14	SILVA Rui	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8,683333333	1	11,51631478
Group Phase	19	MAR-POR	POR	15	SALINA Daymaro	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	4	29,43333333	1,75	5,945639864
Group Phase	19	MAR-POR	POR	16	GOMES Humberto	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	52,38333333	0,1	0,190900414
Group Phase	19	MAR-POR	POR	23	BRANQUINHO Diogo	0	0	0	0	3	2	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	36,06666667	5,25	14,55637708
Group Phase	19	MAR-POR	POR	25	AREIA Antonio	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	32,41666667	-0,05	-0,154241645
Group Phase	19	MAR-POR	POR	27	GOMES Andre	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	2	0	0	20,53333333	2,65	12,90584416
Group Phase	19	MAR-POR	POR	30	FERNANDES Leonel	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	25,25	0,2	0,792079208
Group Phase	19	MAR-POR	POR	33	SILVA Diogo	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	8,933333333	-2,85	-31,90298507
Group Phase	19	MAR-POR	POR	82	FRADE Luis	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	41,73333333	2,5	5,990415335
Group Phase	19	MAR-POR	POR	88	MAGALHAES Fabio	0	0	0	0	0	0	1	0	0	0	0	0	0	1	3	0	0	0	0	2	1	0	26,81666667	0,35	1,305158484
Group Phase	20	ALG-ISL	ALG	2	NAIM Zohir	0	0	1	0	0	0	2	1	0	0	0	0	0	4	1	0	0	0	0	1	0	0	30	-0,65	-2,166666667
Group Phase	20	ALG-ISL	ALG	4	HELLAL Nouredine	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	0	0	0	0	30,38333333	-0,55	-1,810202962
Group Phase	20	ALG-ISL	ALG	6	BERKOUS Messaoud	3	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	18,3	1,75	9,56284153
Group Phase	20	ALG-ISL	ALG	7	HICHEM Daoud	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	39,08333333	2,1	5,373134328
Group Phase	20	ALG-ISL	ALG	8	HADIDI Aaladine	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2,816666667	-2	-71,00591716
Group Phase	20	ALG-ISL	ALG	12	BENMENNI Abdellah	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9,2	0	0
Group Phase	20	ALG-ISL	ALG	13	CHEHBOUR Riad	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20,46666667	0	0
Group Phase	20	ALG-ISL	ALG	15	SAKER Redouane	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Group Phase	20	ALG-ISL	ALG	18	KAABECHE Hichem	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	0	46,98333333	0,35	0,744945016
Group Phase	20	ALG-ISL	ALG	21	BOUDJENAH Oussem	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18,38333333	-0,7	-3,807796917
Group Phase	20	ALG-ISL	ALG	22	GHEDBANE Khalifa	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45,75	0	0
Group Phase	20	ALG-ISL	ALG	23	ABDERAHIM Berriah	0	0	0	0	0	2	0	0	0	0	0	0	1	1	1	1	0	0	1	1	0	0	34,9	-1,4	-4,011461318
Group Phase	20	ALG-ISL	ALG	36	ABDELKADER Rahim	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	18,65	3,45	18,49865952
Group Phase	20	ALG-ISL	ALG	44	HADJ SADOK Moustapha	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0	1	1	0	0	29,55	-0,75	-2,538071066
Group Phase	20	ALG-ISL	ALG	77	ARIB Reda	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	37,81666667	3,8	10,04847951
Group Phase	20	ALG-ISL	ALG	87	AYOUB Abdi	0	0	2	0	0	0	3	2	0	0	0	0	0	2	1	0	0	0	1	1	0	0	37,71666667	1,35	3,579319487
Group Phase	20	ALG-ISL	ISL	1	GUSTAVSSON Bjorgvin Pall	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	55,13333333	1,85	3,355501814
Group Phase	20	ALG-ISL	ISL	7	KRISTJANSSON Viggo	0	0	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	12,76666667	3,55	27,80678851
Group Phase	20	ALG-ISL	ISL	8	ELISSON Bjarki Mar	7	0	0	0	3	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	42,86666667	11,3	26,36080871
Group Phase	20	ALG-ISL	ISL	9	JONSSON Elvar Orn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	19,96666667	0,05	0,250417362
Group Phase	20	ALG-ISL	ISL	11	GISLASON Ymir Orn	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	40,16666667	1,65	4,107883817
Group Phase	20	ALG-ISL	ISL	13	GUDMUNDSSON Olafur Andres	0	0	1	1	0	0	1	0	0	0	0	0	4	1	0	0	0	0	0	5	0	1	36,05	11,6	32,17753121
Group Phase	20	ALG-ISL	ISL	14	MAGNUSSON Omar Ingi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12,15	0	0
Group Phase	20	ALG-ISL	ISL	15	PETERSSON Alexander	0	0	0	0	0	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	1	0	33,91666667	5	14,74201474
Group Phase	20	ALG-ISL	ISL	17	GUNNARSSON Arnor Thor	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	29,91666667	0,5	1,671309192
Group Phase	20	ALG-ISL	ISL	18	KRISTJANSSON Gisli Thorgeir	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	28,53333333	6,2	21,72897196
Group Phase	20	ALG-ISL	ISL	20	BJORGVINSSON Agust Eli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0,316666667	0	0
Group Phase	20	ALG-ISL	ISL	21	ARNARSSON Arnar Freyr	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	42,91666667	2,7	6,291262136
Group Phase	20	ALG-ISL	ISL	22	GUDJONSSON Sigvaldi Bjorn	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	30	2,15	7,166666667
Group Phase	20	ALG-ISL	ISL	23	GRETARSSON Oddur	0	0	0	0	2	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	16,28333333	2,3	14,12487206
Group Phase	20	ALG-ISL	ISL	24	MAGNUSSON Magnus Oli	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3,616666667	0,05	1,382488479
Group Phase	20	ALG-ISL	ISL	29	VIDARSSON Ellidi Snaer	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	15,4	0,85	5,519480519
Group Phase	21	AUT-FRA	AUT	1	BAUER Thomas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14,4	0	0
Group Phase	21	AUT-FRA	AUT	4	HERMANN Maximilian	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20,21666667	0,2	0,98928277
Group Phase	21	AUT-FRA	AUT	6	SCHMID Dominik	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	2	0	0	8,45	1,7	20,1183432
Group Phase	21	AUT-FRA	AUT	8	WEBER Robert	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	37,1	1,4	3,773584906
Group Phase	21	AUT-FRA	AUT	16	KAIPER Florian	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	36,86666667	-0,8	-2,169981917
